satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,departments,salary,left
0.512,0.763,5,214,5,0,1,RandD,medium,1
0.807,0.064,4,131,9,1,0,support,low,1
0.355,0.069,6,269,6,1,1,IT,high,1
0.41,0.889,6,172,6,1,0,RandD,low,1
0.168,0.8,6,312,9,0,0,technical,medium,1
0.741,0.882,7,284,2,1,0,IT,high,0
0.785,0.651,4,176,8,1,0,management,low,1
0.137,0.323,6,223,7,1,1,technical,medium,1
0.393,0.906,4,85,6,1,1,marketing,high,0
0.893,0.299,3,96,1,0,0,technical,low,0
0.003,0.276,2,201,8,1,1,accounting,medium,0
0.299,0.886,2,193,3,1,0,technical,low,0
0.555,0.681,7,175,9,1,1,marketing,high,1
0.334,0.896,3,101,8,0,0,product_mng,medium,0
0.272,0.156,7,281,4,1,0,RandD,high,0
0.46,0.952,6,177,5,1,0,sales,medium,1
0.182,0.613,4,192,1,1,0,marketing,medium,0
0.53,0.668,7,176,5,0,1,marketing,medium,1
0.707,0.914,7,199,1,1,1,support,low,0
0.575,0.381,7,235,10,0,1,support,low,1
0.093,0.72,4,263,7,1,1,accounting,medium,1
0.844,0.64,3,211,3,0,0,marketing,medium,0
0.175,0.788,2,119,9,0,1,marketing,low,0
0.765,0.897,7,289,1,1,1,management,medium,0
0.361,0.68,7,148,6,1,1,product_mng,high,0
0.783,0.068,5,83,2,1,0,hr,high,0
0.206,0.183,2,89,1,0,1,management,high,0
0.187,0.954,6,265,3,0,1,marketing,medium,1
0.497,0.969,3,172,3,1,0,support,medium,0
0.033,0.967,5,85,8,1,1,product_mng,medium,1
0.225,0.037,5,274,9,1,1,sales,low,1
0.724,0.382,2,153,8,0,1,RandD,high,0
0.837,0.76,2,314,8,1,1,support,medium,0
0.081,0.753,2,291,6,1,0,management,low,1
0.882,0.086,7,91,4,0,1,RandD,medium,0
0.798,0.609,7,245,3,0,1,product_mng,low,1
0.87,0.143,4,224,10,0,0,technical,medium,1
0.698,0.493,4,121,6,0,1,sales,low,0
0.674,0.24,4,162,6,1,0,RandD,low,0
0.525,0.053,4,197,1,1,1,accounting,medium,0
0.653,0.08,5,115,5,0,0,support,low,0
0.919,0.911,4,253,7,1,0,sales,high,0
0.101,0.745,5,146,5,1,0,IT,low,1
0.316,0.932,4,304,7,1,0,accounting,low,1
0.072,0.47,5,272,9,0,1,marketing,high,1
0.945,0.413,7,232,1,1,0,sales,high,0
0.445,0.358,3,108,10,1,1,technical,low,0
0.675,0.616,2,85,9,1,0,technical,low,0
0.841,0.352,5,115,5,1,0,accounting,low,0
0.991,0.746,2,199,8,0,1,accounting,medium,1
0.162,0.801,3,267,1,1,0,product_mng,medium,1
0.8,0.876,6,116,4,0,0,RandD,medium,1
0.887,0.243,4,249,2,1,1,sales,low,0
0.049,0.527,5,91,7,1,0,marketing,low,1
0.754,0.223,6,143,9,1,1,support,medium,1
0.355,0.038,2,223,7,0,1,hr,medium,1
0.649,0.708,4,278,8,0,1,product_mng,low,1
0.514,0.549,2,266,2,1,0,hr,medium,0
0.26,0.724,4,207,10,0,0,marketing,medium,1
0.135,0.088,3,88,2,0,1,product_mng,medium,0
0.117,0.996,7,150,6,0,1,management,high,1
0.103,0.994,3,268,7,0,1,management,high,1
0.638,0.465,3,99,9,0,0,product_mng,low,0
0.351,0.866,2,249,10,0,1,IT,high,1
0.217,0.244,2,248,6,0,1,RandD,low,1
0.692,0.738,3,260,6,1,1,technical,medium,0
0.687,0.879,3,132,5,1,1,IT,high,0
0.539,0.815,6,138,6,1,0,hr,high,0
0.935,0.812,7,127,7,1,0,hr,low,1
0.385,0.463,7,174,7,0,0,product_mng,low,1
0.836,0.82,7,205,6,1,1,IT,low,1
0.075,0.691,7,108,5,0,1,hr,low,0
0.74,0.132,4,216,2,0,0,support,low,0
0.988,0.114,4,137,1,0,0,sales,medium,0
0.847,0.772,5,214,5,1,0,sales,low,1
0.58,0.625,3,152,4,0,0,technical,medium,0
0.627,0.519,5,309,7,1,0,hr,high,1
0.353,0.907,7,156,10,0,1,sales,medium,1
0.679,0.66,3,289,8,1,1,IT,low,1
0.77,0.396,6,122,9,1,0,RandD,medium,0
0.998,0.414,7,100,6,1,0,RandD,medium,0
0.492,0.605,5,125,10,0,0,hr,high,0
0.061,0.76,4,180,10,1,0,management,high,0
0.596,0.564,3,296,2,0,0,product_mng,low,0
0.119,0.509,3,122,7,0,0,support,high,0
0.245,0.727,3,268,6,0,0,sales,high,1
0.329,0.705,6,247,10,0,0,hr,low,1
0.731,0.83,5,162,6,0,1,IT,medium,1
0.184,0.063,3,160,1,1,0,hr,low,0
0.166,0.755,5,307,3,0,0,IT,medium,1
0.045,0.514,6,251,2,0,0,accounting,low,1
0.873,0.075,2,137,3,1,0,RandD,low,0
0.694,0.679,2,298,1,0,1,accounting,medium,0
0.04,0.717,7,177,8,1,0,RandD,low,1
0.028,0.524,6,99,5,1,0,IT,low,1
0.559,0.794,5,275,7,1,1,technical,medium,1
0.283,0.3,7,288,10,0,0,sales,medium,1
0.597,0.202,5,186,7,0,0,product_mng,high,1
0.435,0.351,5,248,5,0,0,hr,low,1
0.923,0.41,3,136,3,1,0,RandD,medium,0
0.288,0.696,6,284,8,0,1,RandD,low,1
0.679,0.846,6,168,6,1,1,support,low,0
0.054,0.721,3,144,8,0,0,product_mng,low,1
0.956,0.174,6,200,1,1,0,product_mng,high,0
0.981,0.366,6,144,2,0,0,technical,high,0
0.739,0.158,2,228,2,1,1,RandD,medium,1
0.465,0.687,2,259,7,0,1,IT,medium,0
0.22,0.248,5,177,6,0,0,product_mng,high,1
0.813,0.525,5,268,4,0,1,marketing,medium,1
0.736,0.792,5,183,4,1,0,sales,medium,0
0.222,0.671,4,312,7,1,1,management,medium,1
0.451,0.298,7,143,10,1,0,support,medium,1
0.463,0.333,4,249,10,1,0,RandD,medium,1
0.826,0.653,3,208,5,1,1,accounting,medium,0
0.684,0.549,2,306,7,1,1,technical,low,0
0.643,0.096,7,132,1,1,0,support,high,0
0.65,0.874,6,127,10,1,1,product_mng,high,0
0.27,0.513,4,288,1,1,0,hr,medium,0
0.372,0.473,3,296,4,1,0,RandD,high,0
0.046,0.198,2,259,8,0,1,product_mng,low,1
0.787,0.377,2,193,10,1,1,hr,medium,0
0.433,0.333,2,178,2,1,0,product_mng,high,0
0.438,0.271,5,239,7,1,1,hr,high,1
0.245,0.567,3,259,2,1,1,accounting,high,0
0.209,0.462,2,146,1,1,0,technical,high,0
0.588,0.889,3,81,5,1,1,IT,medium,0
0.233,0.941,6,97,6,1,0,sales,medium,0
0.064,0.219,4,162,3,1,1,support,medium,1
0.768,0.1,2,243,10,1,0,sales,high,0
0.376,0.785,6,185,7,0,0,technical,high,0
0.38,0.995,4,228,5,1,0,sales,medium,1
0.431,0.864,3,192,5,0,0,RandD,low,1
0.815,0.024,6,140,5,1,0,product_mng,high,0
0.321,0.251,7,259,2,0,1,product_mng,low,1
0.758,0.043,5,253,7,0,0,accounting,medium,0
0.94,0.821,2,311,8,1,0,hr,low,1
0.661,0.581,3,278,5,1,0,marketing,low,1
0.432,0.514,5,171,5,1,0,product_mng,low,1
0.748,0.554,7,249,10,0,0,RandD,low,1
0.458,0.252,7,164,7,1,1,product_mng,low,1
0.414,0.602,7,289,3,0,0,product_mng,low,1
0.525,0.031,6,226,1,1,1,support,high,0
0.318,0.646,5,280,9,0,1,technical,high,1
0.104,0.734,5,147,7,1,0,technical,low,1
0.415,0.673,6,83,7,1,1,RandD,medium,1
0.124,0.332,6,113,3,0,0,hr,high,0
0.41,0.826,5,207,2,0,1,product_mng,high,0
0.557,0.716,2,310,5,1,1,sales,high,0
0.931,0.128,7,230,8,1,1,RandD,medium,0
0.036,0.195,2,274,3,1,1,management,low,0
0.621,0.637,4,192,6,0,0,marketing,low,0
0.458,0.289,4,310,10,1,0,sales,high,0
0.02,0.119,7,305,3,0,1,sales,low,1
0.25,0.155,2,132,3,1,0,marketing,medium,0
0.118,0.166,4,286,3,1,1,hr,medium,1
0.217,0.478,4,84,10,1,0,sales,high,1
0.275,0.607,2,222,6,0,0,accounting,high,1
0.401,0.176,3,184,10,0,0,accounting,medium,0
0.529,0.712,4,152,10,1,1,sales,medium,0
0.001,0.281,7,304,5,1,0,support,medium,1
0.162,0.312,4,238,1,0,0,sales,high,1
0.094,0.223,7,113,4,1,1,marketing,low,0
0.55,0.785,6,113,6,1,0,technical,high,0
0.329,0.96,6,108,4,0,0,management,high,0
0.548,0.492,7,152,1,0,0,sales,low,1
0.222,0.042,6,96,10,0,0,RandD,low,0
0.024,0.261,6,143,4,0,0,accounting,medium,1
0.941,0.158,2,263,7,0,1,technical,high,0
0.108,0.843,6,289,10,0,0,support,medium,1
0.127,0.085,2,268,6,0,0,accounting,low,1
0.147,0.966,6,199,7,0,0,sales,medium,1
0.981,0.589,5,246,1,1,0,product_mng,medium,0
0.618,0.518,6,306,7,0,0,support,high,1
0.61,0.847,5,92,9,0,1,sales,medium,0
0.987,0.028,4,297,10,1,1,product_mng,low,1
0.088,0.777,4,253,1,0,0,product_mng,low,0
0.975,0.117,5,172,3,1,0,IT,low,0
0.204,0.841,4,187,1,1,1,hr,low,1
0.623,0.529,4,185,10,1,0,sales,medium,0
0.42,0.061,4,117,3,0,0,product_mng,low,0
0.384,0.833,5,135,6,1,0,technical,low,0
0.931,0.027,3,150,5,1,0,accounting,high,0
0.149,0.138,5,81,7,1,1,marketing,medium,0
0.997,0.798,3,200,9,0,1,accounting,high,0
0.379,0.465,3,194,4,0,0,technical,medium,0
0.649,0.881,4,159,8,0,0,product_mng,low,0
0.968,0.635,2,122,3,0,0,sales,high,0
0.058,0.624,5,312,2,1,1,IT,medium,1
0.923,0.292,6,242,2,0,0,management,high,0
0.568,0.134,7,193,4,1,0,accounting,low,0
0.704,0.961,3,253,6,1,1,sales,high,0
0.149,0.105,5,169,8,1,1,IT,high,1
0.533,0.529,5,131,9,1,0,hr,low,1
0.674,0.273,6,241,6,1,0,technical,high,1
0.456,0.264,5,264,5,0,0,accounting,high,1
0.155,0.595,6,236,2,0,1,IT,high,0
0.244,0.798,7,215,10,0,1,product_mng,low,1
0.854,0.777,2,80,4,1,1,hr,high,0
0.034,0.869,4,233,8,0,0,RandD,high,1
0.709,0.293,5,228,7,0,0,support,medium,0
0.999,0.466,5,178,10,0,0,sales,medium,0
0.007,0.009,4,138,10,0,0,support,low,1
0.161,0.747,3,314,8,0,0,product_mng,medium,1
0.674,0.302,5,170,7,0,0,technical,high,0
0.06,0.561,6,145,2,0,0,hr,high,0
0.59,0.169,2,249,1,1,1,sales,low,0
0.684,0.819,5,195,6,1,1,marketing,low,0
0.588,0.817,7,213,8,0,0,management,low,1
0.365,0.877,5,235,8,0,0,IT,medium,1
0.697,0.046,7,168,3,0,1,marketing,low,0
0.594,0.992,4,116,6,0,0,sales,high,0
0.208,0.248,2,120,9,0,0,accounting,high,0
0.563,0.309,6,305,1,1,1,management,low,0
0.882,0.249,3,201,4,1,0,accounting,high,1
0.667,0.268,2,180,10,1,0,technical,high,0
0.472,0.553,3,156,2,0,1,IT,high,0
0.322,0.24,7,253,4,1,1,accounting,high,0
0.086,0.394,6,299,5,1,0,accounting,medium,1
0.245,0.656,3,264,7,0,1,product_mng,high,1
0.011,0.836,5,208,3,0,0,management,low,1
0.987,0.693,4,194,8,1,1,support,high,1
0.222,0.594,3,287,3,1,1,accounting,medium,1
0.815,0.148,7,285,4,1,1,product_mng,high,0
0.169,0.816,6,173,6,0,1,accounting,high,1
0.284,0.037,4,311,1,1,1,marketing,medium,1
0.418,0.264,4,278,8,1,0,product_mng,low,1
0.324,0.057,6,283,7,0,1,hr,low,1
0.798,0.667,4,93,9,0,0,hr,high,0
0.958,0.368,4,111,3,0,0,hr,high,0
0.875,0.652,4,151,4,0,0,sales,medium,0
0.154,0.347,4,262,9,1,0,product_mng,high,1
0.777,0.456,5,98,1,0,1,accounting,high,0
0.148,0.458,2,99,5,0,0,hr,medium,0
0.913,0.046,4,87,5,0,0,IT,high,0
0.518,0.43,4,126,5,1,0,accounting,high,0
0.336,0.641,3,300,5,0,1,marketing,medium,0
0.157,0.546,4,253,8,1,1,support,low,1
0.012,0.075,4,252,2,0,1,hr,high,0
0.248,0.668,4,150,9,1,0,product_mng,medium,1
0.914,0.309,7,230,9,1,1,RandD,medium,1
0.797,0.014,5,266,2,1,0,support,high,1
0.97,0.156,5,207,10,1,0,sales,high,0
0.101,0.498,3,285,3,0,1,product_mng,low,1
0.592,0.31,7,216,1,0,0,accounting,high,1
0.257,0.694,2,157,4,1,1,IT,low,1
0.543,0.241,5,233,8,0,0,management,medium,0
0.32,0.773,3,306,9,0,1,accounting,high,1
0.283,0.286,6,278,7,0,0,RandD,low,0
0.574,0.621,4,199,9,0,1,hr,low,0
0.183,0.799,3,223,3,0,0,hr,high,1
0.469,0.386,2,314,9,1,1,accounting,medium,1
0.651,0.047,6,259,7,0,1,hr,high,0
0.128,0.535,4,200,2,0,0,accounting,medium,0
0.931,0.995,3,147,2,0,0,hr,medium,0
0.506,0.969,7,297,3,1,1,technical,medium,1
0.82,0.221,2,314,1,0,0,IT,high,0
0.654,0.756,4,96,3,1,0,hr,medium,0
0.71,0.345,2,87,10,1,1,product_mng,medium,0
0.716,0.16,2,107,3,1,0,sales,medium,0
0.875,0.666,2,172,7,1,1,hr,medium,0
0.614,0.501,3,118,10,1,1,RandD,medium,0
0.278,0.539,7,291,3,1,0,management,medium,1
0.1,0.827,4,299,7,1,0,sales,high,0
0.606,0.337,7,123,5,0,1,technical,low,0
0.066,0.667,3,278,3,1,1,marketing,medium,1
0.241,0.366,6,113,10,1,1,technical,medium,0
0.061,0.043,2,268,7,1,1,marketing,high,0
0.549,0.378,2,167,5,0,0,IT,medium,0
0.16,0.95,2,89,9,0,0,support,medium,1
0.61,0.483,7,182,10,0,1,accounting,low,0
0.791,0.108,6,277,8,0,1,sales,medium,1
0.822,0.688,6,304,9,1,0,hr,low,1
0.31,0.963,7,109,4,1,0,technical,low,1
0.549,0.908,3,280,4,0,0,marketing,high,1
0.563,0.572,6,150,3,1,1,management,medium,0
0.473,0.376,5,191,7,0,0,technical,high,1
0.655,0.581,5,106,9,0,0,management,low,1
0.21,0.816,5,313,7,1,0,IT,high,1
0.979,0.861,4,269,6,0,1,accounting,medium,0
0.098,0.819,2,234,8,1,1,hr,low,0
